Date,region,item_id,priceMean,priceSD,regionDesc,country,name
2003-04-01,12,310109,2.055641,0.2321727,Scotland,Scotland,Lager
2003-04-01,13,310109,2.136316,0.167339,Northern Ireland,Northern Ireland,Lager
2003-04-01,11,310109,2.027727,0.1825724,Wales,Wales,Lager
2003-04-01,10,310109,2.002727,0.2497843,North,England,Lager
2003-04-01,7,310109,2.146487,0.1868484,West Midlands,England,Lager
2003-04-01,8,310109,2.060732,0.2276334,Yorkshire & Humber,England,Lager
2003-04-01,4,310109,2.210227,0.1675055,South West,England,Lager
2003-05-01,13,310109,2.188333,0.1755077,Northern Ireland,Northern Ireland,Lager
2003-05-01,10,310109,2.005455,0.2480539,North,England,Lager
2003-05-01,6,310109,2.114359,0.2101853,East Midlands,England,Lager
2003-05-01,9,310109,2.027407,0.2273073,North West,England,Lager
2003-05-01,2,310109,2.363385,0.3548471,London,England,Lager
2003-05-01,7,310109,2.145135,0.1796852,West Midlands,England,Lager
2003-05-01,5,310109,2.230244,0.2026263,East Anglia,England,Lager
2003-05-01,3,310109,2.329231,0.1981851,South East,England,Lager
2003-05-01,12,310109,2.054359,0.2430377,Scotland,Scotland,Lager
2003-05-01,11,310109,2.055454,0.1472519,Wales,Wales,Lager
2003-05-01,8,310109,2.081463,0.2289166,Yorkshire & Humber,England,Lager
2003-05-01,4,310109,2.217609,0.2068621,South West,England,Lager
2003-06-01,7,310109,2.146342,0.1763201,West Midlands,England,Lager
2003-06-01,12,310109,2.066154,0.2488142,Scotland,Scotland,Lager
2003-06-01,13,310109,2.212632,0.1826607,Northern Ireland,Northern Ireland,Lager
2003-06-01,3,310109,2.331707,0.2001037,South East,England,Lager
2003-06-01,5,310109,2.246,0.177241,East Anglia,England,Lager
2003-06-01,9,310109,2.015,0.2307537,North West,England,Lager
2003-06-01,6,310109,2.112105,0.2125286,East Midlands,England,Lager
2003-06-01,11,310109,2.064545,0.1424857,Wales,Wales,Lager
2003-06-01,10,310109,2.008571,0.2629313,North,England,Lager
2003-06-01,8,310109,2.083171,0.2285546,Yorkshire & Humber,England,Lager
2003-06-01,2,310109,2.345,0.3608939,London,England,Lager
2003-06-01,4,310109,2.237872,0.166967,South West,England,Lager
2003-07-01,4,310109,2.227872,0.1998036,South West,England,Lager
2003-07-01,9,310109,2.020702,0.2265728,North West,England,Lager
2003-07-01,11,310109,2.063636,0.1446357,Wales,Wales,Lager
2003-07-01,7,310109,2.153095,0.1721526,West Midlands,England,Lager
2003-07-01,6,310109,2.112895,0.2121563,East Midlands,England,Lager
2003-07-01,10,310109,1.994091,0.2654315,North,England,Lager
2003-07-01,2,310109,2.359683,0.3481007,London,England,Lager
2003-07-01,12,310109,2.054865,0.2471686,Scotland,Scotland,Lager
2003-07-01,3,310109,2.333902,0.2007194,South East,England,Lager
2003-07-01,5,310109,2.243902,0.1933246,East Anglia,England,Lager
2003-07-01,13,310109,2.215263,0.1828286,Northern Ireland,Northern Ireland,Lager
2003-07-01,8,310109,2.103333,0.2131016,Yorkshire & Humber,England,Lager
2003-08-01,7,310109,2.156342,0.1728548,West Midlands,England,Lager
2003-08-01,9,310109,2.033448,0.2136036,North West,England,Lager
2003-08-01,13,310109,2.215263,0.1828286,Northern Ireland,Northern Ireland,Lager
2003-08-01,12,310109,2.052105,0.2466002,Scotland,Scotland,Lager
2003-08-01,3,310109,2.333293,0.1996667,South East,England,Lager
2003-08-01,11,310109,2.062273,0.1360298,Wales,Wales,Lager
2003-08-01,4,310109,2.214565,0.2192483,South West,England,Lager
2003-08-01,8,310109,2.083846,0.2403026,Yorkshire & Humber,England,Lager
2003-08-01,6,310109,2.108056,0.1891608,East Midlands,England,Lager
2003-08-01,10,310109,1.994091,0.2676647,North,England,Lager
2003-08-01,2,310109,2.370476,0.3403861,London,England,Lager
2003-08-01,5,310109,2.241395,0.1954187,East Anglia,England,Lager
2003-09-01,3,310109,2.338642,0.1960278,South East,England,Lager
2003-09-01,2,310109,2.361905,0.3262042,London,England,Lager
2003-09-01,8,310109,2.070811,0.2412626,Yorkshire & Humber,England,Lager
2003-09-01,5,310109,2.2425,0.1911912,East Anglia,England,Lager
2003-09-01,4,310109,2.210217,0.2138586,South West,England,Lager
2003-09-01,10,310109,2.005455,0.2593164,North,England,Lager
2003-09-01,6,310109,2.097179,0.2486484,East Midlands,England,Lager
2003-09-01,11,310109,2.062273,0.1360298,Wales,Wales,Lager
2003-09-01,9,310109,2.030526,0.2055343,North West,England,Lager
2003-09-01,7,310109,2.150238,0.1695257,West Midlands,England,Lager
2003-09-01,13,310109,2.227222,0.1835533,Northern Ireland,Northern Ireland,Lager
2003-09-01,12,310109,2.058649,0.2473432,Scotland,Scotland,Lager
2003-10-01,6,310109,2.102368,0.2425254,East Midlands,England,Lager
2003-10-01,4,310109,2.214565,0.2217677,South West,England,Lager
2003-10-01,10,310109,2.006818,0.260629,North,England,Lager
2003-10-01,8,310109,2.084737,0.2472851,Yorkshire & Humber,England,Lager
2003-10-01,9,310109,2.032281,0.2034086,North West,England,Lager
2003-10-01,7,310109,2.155238,0.1695221,West Midlands,England,Lager
2003-10-01,2,310109,2.353175,0.3343305,London,England,Lager
2003-10-01,13,310109,2.227222,0.1835533,Northern Ireland,Northern Ireland,Lager
2003-10-01,11,310109,2.064545,0.1344735,Wales,Wales,Lager
2003-10-01,5,310109,2.260909,0.1818614,East Anglia,England,Lager
2003-10-01,3,310109,2.334268,0.2225666,South East,England,Lager
2003-10-01,12,310109,2.069722,0.2289914,Scotland,Scotland,Lager
2003-11-01,9,310109,2.046667,0.1900501,North West,England,Lager
2003-11-01,3,310109,2.335897,0.2271989,South East,England,Lager
2003-11-01,4,310109,2.245778,0.1974207,South West,England,Lager
2003-11-01,12,310109,2.071111,0.2296429,Scotland,Scotland,Lager
2003-11-01,11,310109,2.068095,0.1440354,Wales,Wales,Lager
2003-11-01,8,310109,2.097568,0.2591375,Yorkshire & Humber,England,Lager
2003-11-01,7,310109,2.160714,0.1943519,West Midlands,England,Lager
2003-11-01,6,310109,2.108421,0.2443251,East Midlands,England,Lager
2003-11-01,5,310109,2.249302,0.2025833,East Anglia,England,Lager
2003-11-01,10,310109,2.006818,0.260629,North,England,Lager
2003-11-01,2,310109,2.361719,0.3361668,London,England,Lager
2003-11-01,13,310109,2.207647,0.1562662,Northern Ireland,Northern Ireland,Lager
2003-12-01,4,310109,2.234783,0.1918071,South West,England,Lager
2003-12-01,6,310109,2.108421,0.2443251,East Midlands,England,Lager
2003-12-01,9,310109,2.051228,0.1876839,North West,England,Lager
2003-12-01,7,310109,2.191818,0.2052256,West Midlands,England,Lager
2003-12-01,2,310109,2.384127,0.312186,London,England,Lager
2003-12-01,3,310109,2.34025,0.2247923,South East,England,Lager
2003-12-01,8,310109,2.103333,0.2519864,Yorkshire & Humber,England,Lager
2003-12-01,10,310109,2.009091,0.2571068,North,England,Lager
2003-12-01,5,310109,2.255227,0.204547,East Anglia,England,Lager
2003-12-01,13,310109,2.229445,0.1775809,Northern Ireland,Northern Ireland,Lager
2003-12-01,12,310109,2.078056,0.2302771,Scotland,Scotland,Lager
2003-12-01,11,310109,2.070476,0.1441345,Wales,Wales,Lager
2004-01-01,9,310109,2.053036,0.1912725,North West,England,Lager
2004-01-01,12,310109,2.076842,0.2228696,Scotland,Scotland,Lager
2004-01-01,4,310109,2.20617,0.2304773,South West,England,Lager
2004-01-01,5,310109,2.262326,0.2043438,East Anglia,England,Lager
2004-01-01,13,310109,2.229445,0.1775809,Northern Ireland,Northern Ireland,Lager
2004-01-01,7,310109,2.191905,0.2095784,West Midlands,England,Lager
2004-01-01,2,310109,2.378548,0.3085867,London,England,Lager
2004-01-01,3,310109,2.338846,0.2387629,South East,England,Lager
2004-01-01,6,310109,2.101351,0.2557034,East Midlands,England,Lager
2004-01-01,11,310109,2.078636,0.1433044,Wales,Wales,Lager
2004-01-01,8,310109,2.092059,0.2550434,Yorkshire & Humber,England,Lager
2004-01-01,10,310109,2.010476,0.2633719,North,England,Lager
2004-02-01,8,310109,2.074737,0.2887039,Yorkshire & Humber,England,Lager
2004-02-01,7,310109,2.173182,0.2347069,West Midlands,England,Lager
2004-02-01,4,310109,2.173192,0.2358712,South West,England,Lager
2004-02-01,3,310109,2.33169,0.2903052,South East,England,Lager
2004-02-01,2,310109,2.361967,0.2993093,London,England,Lager
2004-02-01,12,310109,2.034,0.2388949,Scotland,Scotland,Lager
2004-02-01,5,310109,2.245909,0.2131744,East Anglia,England,Lager
2004-02-01,11,310109,2.050417,0.1576589,Wales,Wales,Lager
2004-02-01,9,310109,2.047143,0.2256442,North West,England,Lager
2004-02-01,6,310109,2.1275,0.2482093,East Midlands,England,Lager
2004-02-01,10,310109,2.003913,0.2612686,North,England,Lager
2004-02-01,13,310109,2.24375,0.1167262,Northern Ireland,Northern Ireland,Lager
2004-03-01,12,310109,2.021892,0.2356886,Scotland,Scotland,Lager
2004-03-01,8,310109,2.118,0.291479,Yorkshire & Humber,England,Lager
2004-03-01,13,310109,2.2375,0.1103026,Northern Ireland,Northern Ireland,Lager
2004-03-01,2,310109,2.383333,0.3077232,London,England,Lager
2004-03-01,9,310109,2.064286,0.2343335,North West,England,Lager
2004-03-01,7,310109,2.198636,0.2409534,West Midlands,England,Lager
2004-03-01,4,310109,2.220435,0.2064403,South West,England,Lager
2004-03-01,11,310109,2.087083,0.1837171,Wales,Wales,Lager
2004-03-01,5,310109,2.273636,0.2180686,East Anglia,England,Lager
2004-03-01,6,310109,2.147632,0.2571195,East Midlands,England,Lager
2004-03-01,3,310109,2.345891,0.2849212,South East,England,Lager
2004-03-01,10,310109,2.037826,0.2757627,North,England,Lager
2004-04-01,6,310109,2.154211,0.2663125,East Midlands,England,Lager
2004-04-01,8,310109,2.137368,0.2976365,Yorkshire & Humber,England,Lager
2004-04-01,3,310109,2.360556,0.3030079,South East,England,Lager
2004-04-01,10,310109,2.068182,0.2568052,North,England,Lager
2004-04-01,12,310109,2.031053,0.230473,Scotland,Scotland,Lager
2004-04-01,7,310109,2.209286,0.2460457,West Midlands,England,Lager
2004-04-01,11,310109,2.11,0.1878251,Wales,Wales,Lager
2004-04-01,13,310109,2.263333,0.1187234,Northern Ireland,Northern Ireland,Lager
2004-04-01,9,310109,2.063509,0.2497391,North West,England,Lager
2004-04-01,4,310109,2.241591,0.2182163,South West,England,Lager
2004-04-01,2,310109,2.393651,0.3137459,London,England,Lager
2004-04-01,5,310109,2.29878,0.22343,East Anglia,England,Lager
2004-05-01,10,310109,2.06,0.255939,North,England,Lager
2004-05-01,3,310109,2.365658,0.2952347,South East,England,Lager
2004-05-01,11,310109,2.105833,0.2023754,Wales,Wales,Lager
2004-05-01,13,310109,2.271875,0.1110086,Northern Ireland,Northern Ireland,Lager
2004-05-01,12,310109,2.053684,0.2214134,Scotland,Scotland,Lager
2004-05-01,7,310109,2.203111,0.245207,West Midlands,England,Lager
2004-05-01,9,310109,2.053077,0.2681201,North West,England,Lager
2004-05-01,4,310109,2.241915,0.2297318,South West,England,Lager
2004-05-01,5,310109,2.307111,0.2204399,East Anglia,England,Lager
2004-05-01,2,310109,2.375714,0.3389534,London,England,Lager
2004-05-01,6,310109,2.18579,0.2089954,East Midlands,England,Lager
2004-05-01,8,310109,2.149737,0.3007692,Yorkshire & Humber,England,Lager
2004-06-01,3,310109,2.371316,0.2958799,South East,England,Lager
2004-06-01,2,310109,2.391719,0.345665,London,England,Lager
2004-06-01,5,310109,2.276667,0.254362,East Anglia,England,Lager
2004-06-01,4,310109,2.257021,0.211073,South West,England,Lager
2004-06-01,8,310109,2.145641,0.2978855,Yorkshire & Humber,England,Lager
2004-06-01,13,310109,2.243889,0.1540488,Northern Ireland,Northern Ireland,Lager
2004-06-01,10,310109,2.06,0.255939,North,England,Lager
2004-06-01,9,310109,2.061273,0.2637904,North West,England,Lager
2004-06-01,7,310109,2.226522,0.2228923,West Midlands,England,Lager
2004-06-01,6,310109,2.205128,0.1947721,East Midlands,England,Lager
2004-06-01,12,310109,2.045385,0.227814,Scotland,Scotland,Lager
2004-06-01,11,310109,2.112083,0.2074478,Wales,Wales,Lager
2004-07-01,2,310109,2.381562,0.3485262,London,England,Lager
2004-07-01,7,310109,2.213023,0.2473819,West Midlands,England,Lager
2004-07-01,12,310109,2.054286,0.218377,Scotland,Scotland,Lager
2004-07-01,5,310109,2.272341,0.2632507,East Anglia,England,Lager
2004-07-01,3,310109,2.374933,0.2884318,South East,England,Lager
2004-07-01,8,310109,2.158049,0.3031107,Yorkshire & Humber,England,Lager
2004-07-01,11,310109,2.12875,0.2152312,Wales,Wales,Lager
2004-07-01,6,310109,2.211842,0.1927589,East Midlands,England,Lager
2004-07-01,9,310109,2.069107,0.2678757,North West,England,Lager
2004-07-01,4,310109,2.26,0.2098328,South West,England,Lager
2004-07-01,13,310109,2.255294,0.1665127,Northern Ireland,Northern Ireland,Lager
2004-07-01,10,310109,2.042273,0.2704834,North,England,Lager
2004-08-01,9,310109,2.096727,0.2416,North West,England,Lager
2004-08-01,2,310109,2.379697,0.3583894,London,England,Lager
2004-08-01,7,310109,2.21907,0.2502743,West Midlands,England,Lager
2004-08-01,6,310109,2.198947,0.2022681,East Midlands,England,Lager
2004-08-01,13,310109,2.233684,0.2309452,Northern Ireland,Northern Ireland,Lager
2004-08-01,5,310109,2.275417,0.2554176,East Anglia,England,Lager
2004-08-01,4,310109,2.25,0.2185905,South West,England,Lager
2004-08-01,12,310109,2.050698,0.2203071,Scotland,Scotland,Lager
2004-08-01,3,310109,2.391972,0.2698339,South East,England,Lager
2004-08-01,10,310109,2.046957,0.2652175,North,England,Lager
2004-08-01,11,310109,2.137083,0.2138972,Wales,Wales,Lager
2004-08-01,8,310109,2.1585,0.3070083,Yorkshire & Humber,England,Lager
2004-09-01,2,310109,2.370769,0.3681894,London,England,Lager
2004-09-01,9,310109,2.068947,0.2588552,North West,England,Lager
2004-09-01,5,310109,2.270588,0.2703066,East Anglia,England,Lager
2004-09-01,11,310109,2.137083,0.2138972,Wales,Wales,Lager
2004-09-01,4,310109,2.263478,0.2257552,South West,England,Lager
2004-09-01,13,310109,2.238947,0.2264189,Northern Ireland,Northern Ireland,Lager
2004-09-01,7,310109,2.219524,0.2541072,West Midlands,England,Lager
2004-09-01,10,310109,2.029091,0.2630392,North,England,Lager
2004-09-01,3,310109,2.375263,0.2952218,South East,England,Lager
2004-09-01,12,310109,2.05619,0.2274777,Scotland,Scotland,Lager
2004-09-01,8,310109,2.149756,0.3015169,Yorkshire & Humber,England,Lager
2004-09-01,6,310109,2.207,0.1992576,East Midlands,England,Lager
2004-10-01,6,310109,2.217632,0.1922335,East Midlands,England,Lager
2004-10-01,11,310109,2.139167,0.2152838,Wales,Wales,Lager
2004-10-01,12,310109,2.055778,0.2360517,Scotland,Scotland,Lager
2004-10-01,2,310109,2.370303,0.3687942,London,England,Lager
2004-10-01,5,310109,2.283674,0.2800424,East Anglia,England,Lager
2004-10-01,8,310109,2.152195,0.3029811,Yorkshire & Humber,England,Lager
2004-10-01,13,310109,2.238947,0.2264189,Northern Ireland,Northern Ireland,Lager
2004-10-01,10,310109,2.029091,0.2630392,North,England,Lager
2004-10-01,4,310109,2.268044,0.2211949,South West,England,Lager
2004-10-01,3,310109,2.3836,0.2963409,South East,England,Lager
2004-10-01,7,310109,2.205952,0.2688009,West Midlands,England,Lager
2004-10-01,9,310109,2.089123,0.2491936,North West,England,Lager
2004-11-01,13,310109,2.218333,0.2343514,Northern Ireland,Northern Ireland,Lager
2004-11-01,5,310109,2.2552,0.3037805,East Anglia,England,Lager
2004-11-01,6,310109,2.229487,0.1664007,East Midlands,England,Lager
2004-11-01,12,310109,2.062727,0.2340778,Scotland,Scotland,Lager
2004-11-01,11,310109,2.147391,0.2254937,Wales,Wales,Lager
2004-11-01,2,310109,2.389242,0.3636283,London,England,Lager
2004-11-01,3,310109,2.380541,0.2910015,South East,England,Lager
2004-11-01,9,310109,2.093333,0.2337301,North West,England,Lager
2004-11-01,7,310109,2.235952,0.2261346,West Midlands,England,Lager
2004-11-01,4,310109,2.265333,0.2262601,South West,England,Lager
2004-11-01,8,310109,2.157317,0.2956182,Yorkshire & Humber,England,Lager
2004-11-01,10,310109,2.038182,0.2725127,North,England,Lager
2004-12-01,2,310109,2.39,0.3626441,London,England,Lager
2004-12-01,12,310109,2.059318,0.2395189,Scotland,Scotland,Lager
2004-12-01,5,310109,2.2572,0.3083997,East Anglia,England,Lager
2004-12-01,8,310109,2.169231,0.3001963,Yorkshire & Humber,England,Lager
2004-12-01,10,310109,2.045909,0.2665951,North,England,Lager
2004-12-01,3,310109,2.387027,0.2939049,South East,England,Lager
2004-12-01,9,310109,2.097368,0.2360276,North West,England,Lager
2004-12-01,6,310109,2.234737,0.1586214,East Midlands,England,Lager
2004-12-01,13,310109,2.243333,0.227441,Northern Ireland,Northern Ireland,Lager
2004-12-01,7,310109,2.243111,0.2201737,West Midlands,England,Lager
2004-12-01,11,310109,2.132174,0.2441117,Wales,Wales,Lager
2004-12-01,4,310109,2.265532,0.2239644,South West,England,Lager
2005-01-01,7,310109,2.236977,0.193668,West Midlands,England,Lager
2005-01-01,3,310109,2.376712,0.3097941,South East,England,Lager
2005-01-01,13,310109,2.274444,0.1619449,Northern Ireland,Northern Ireland,Lager
2005-01-01,9,310109,2.1075,0.2308266,North West,England,Lager
2005-01-01,6,310109,2.215,0.2091004,East Midlands,England,Lager
2005-01-01,10,310109,2.052609,0.2624399,North,England,Lager
2005-01-01,2,310109,2.392308,0.368132,London,England,Lager
2005-01-01,8,310109,2.187436,0.2909668,Yorkshire & Humber,England,Lager
2005-01-01,11,310109,2.101667,0.2816669,Wales,Wales,Lager
2005-01-01,4,310109,2.26766,0.2240459,South West,England,Lager
2005-01-01,5,310109,2.267755,0.3123984,East Anglia,England,Lager
2005-01-01,12,310109,2.052927,0.248508,Scotland,Scotland,Lager
2005-02-01,7,310109,2.197333,0.2164213,West Midlands,England,Lager
2005-02-01,2,310109,2.37,0.3712625,London,England,Lager
2005-02-01,9,310109,2.119455,0.2416641,North West,England,Lager
2005-02-01,4,310109,2.221818,0.2466357,South West,England,Lager
2005-02-01,5,310109,2.301667,0.3090365,East Anglia,England,Lager
2005-02-01,8,310109,2.218293,0.2273863,Yorkshire & Humber,England,Lager
2005-02-01,6,310109,2.253243,0.1146263,East Midlands,England,Lager
2005-02-01,11,310109,2.125417,0.2561416,Wales,Wales,Lager
2005-02-01,3,310109,2.389296,0.2919164,South East,England,Lager
2005-02-01,10,310109,2.032857,0.2512,North,England,Lager
2005-02-01,12,310109,2.104865,0.2673598,Scotland,Scotland,Lager
2005-02-01,13,310109,2.243684,0.2225412,Northern Ireland,Northern Ireland,Lager
2005-03-01,6,310109,2.259737,0.1286413,East Midlands,England,Lager
2005-03-01,7,310109,2.213556,0.2160088,West Midlands,England,Lager
2005-03-01,9,310109,2.120185,0.2423353,North West,England,Lager
2005-03-01,8,310109,2.234872,0.2250014,Yorkshire & Humber,England,Lager
2005-03-01,2,310109,2.411429,0.3451127,London,England,Lager
2005-03-01,10,310109,2.041429,0.2490238,North,England,Lager
2005-03-01,5,310109,2.33234,0.2983448,East Anglia,England,Lager
2005-03-01,4,310109,2.250222,0.2488655,South West,England,Lager
2005-03-01,12,310109,2.106829,0.2513607,Scotland,Scotland,Lager
2005-03-01,11,310109,2.151364,0.2758242,Wales,Wales,Lager
2005-03-01,3,310109,2.390274,0.273577,South East,England,Lager
2005-03-01,13,310109,2.243684,0.2225412,Northern Ireland,Northern Ireland,Lager
2005-04-01,13,310109,2.280526,0.2431843,Northern Ireland,Northern Ireland,Lager
2005-04-01,11,310109,2.209545,0.2398706,Wales,Wales,Lager
2005-04-01,4,310109,2.277292,0.2329984,South West,England,Lager
2005-04-01,2,310109,2.406308,0.3636858,London,England,Lager
2005-04-01,10,310109,2.073636,0.2581536,North,England,Lager
2005-04-01,8,310109,2.218333,0.2837804,Yorkshire & Humber,England,Lager
2005-04-01,3,310109,2.429467,0.2929113,South East,England,Lager
2005-04-01,12,310109,2.126512,0.2310523,Scotland,Scotland,Lager
2005-04-01,6,310109,2.294737,0.1257999,East Midlands,England,Lager
2005-04-01,9,310109,2.131454,0.2601027,North West,England,Lager
2005-04-01,5,310109,2.384894,0.271196,East Anglia,England,Lager
2005-04-01,7,310109,2.224348,0.2250398,West Midlands,England,Lager
2005-05-01,10,310109,2.108889,0.1449904,North,England,Lager
2005-05-01,2,310109,2.320213,0.2313992,London,England,Lager
2005-05-01,3,310109,2.393492,0.2204113,South East,England,Lager
2005-05-01,7,310109,2.212326,0.183067,West Midlands,England,Lager
2005-05-01,5,310109,2.291219,0.2079326,East Anglia,England,Lager
2005-05-01,9,310109,2.163542,0.1509331,North West,England,Lager
2005-05-01,8,310109,2.224615,0.1400347,Yorkshire & Humber,England,Lager
2005-05-01,4,310109,2.272045,0.1732129,South West,England,Lager
2005-05-01,13,310109,2.274444,0.1619449,Northern Ireland,Northern Ireland,Lager
2005-05-01,6,310109,2.264324,0.1084369,East Midlands,England,Lager
2005-05-01,12,310109,2.124324,0.1924339,Scotland,Scotland,Lager
2005-05-01,11,310109,2.175909,0.176626,Wales,Wales,Lager
2005-06-01,13,310109,2.28,0.272254,Northern Ireland,Northern Ireland,Lager
2005-06-01,8,310109,2.243488,0.2683537,Yorkshire & Humber,England,Lager
2005-06-01,6,310109,2.295278,0.136873,East Midlands,England,Lager
2005-06-01,12,310109,2.157674,0.2209486,Scotland,Scotland,Lager
2005-06-01,2,310109,2.419063,0.3634435,London,England,Lager
2005-06-01,4,310109,2.29413,0.2394584,South West,England,Lager
2005-06-01,10,310109,2.081739,0.2471042,North,England,Lager
2005-06-01,9,310109,2.120702,0.2449771,North West,England,Lager
2005-06-01,11,310109,2.22,0.2439165,Wales,Wales,Lager
2005-06-01,5,310109,2.4068,0.2590441,East Anglia,England,Lager
2005-06-01,3,310109,2.444615,0.2901307,South East,England,Lager
2005-06-01,7,310109,2.237955,0.2188934,West Midlands,England,Lager
2005-07-01,12,310109,2.16359,0.2334353,Scotland,Scotland,Lager
2005-07-01,2,310109,2.41875,0.3668766,London,England,Lager
2005-07-01,4,310109,2.293043,0.2397765,South West,England,Lager
2005-07-01,3,310109,2.456184,0.2796663,South East,England,Lager
2005-07-01,8,310109,2.270244,0.2370389,Yorkshire & Humber,England,Lager
2005-07-01,5,310109,2.402857,0.2602082,East Anglia,England,Lager
2005-07-01,13,310109,2.301875,0.2262217,Northern Ireland,Northern Ireland,Lager
2005-07-01,6,310109,2.301053,0.1322731,East Midlands,England,Lager
2005-07-01,9,310109,2.132679,0.2483728,North West,England,Lager
2005-07-01,10,310109,2.096956,0.2570185,North,England,Lager
2005-07-01,11,310109,2.219131,0.2383449,Wales,Wales,Lager
2005-07-01,7,310109,2.236818,0.2138547,West Midlands,England,Lager
2005-08-01,4,310109,2.301111,0.2469654,South West,England,Lager
2005-08-01,7,310109,2.232955,0.2152832,West Midlands,England,Lager
2005-08-01,2,310109,2.418462,0.365185,London,England,Lager
2005-08-01,3,310109,2.449594,0.2839035,South East,England,Lager
2005-08-01,5,310109,2.401915,0.2683171,East Anglia,England,Lager
2005-08-01,13,310109,2.316471,0.2305684,Northern Ireland,Northern Ireland,Lager
2005-08-01,10,310109,2.097391,0.2563949,North,England,Lager
2005-08-01,8,310109,2.271951,0.2374681,Yorkshire & Humber,England,Lager
2005-08-01,9,310109,2.145926,0.2309253,North West,England,Lager
2005-08-01,12,310109,2.173903,0.230053,Scotland,Scotland,Lager
2005-08-01,6,310109,2.314571,0.1285975,East Midlands,England,Lager
2005-08-01,11,310109,2.189167,0.2559368,Wales,Wales,Lager
2005-09-01,5,310109,2.384565,0.2385578,East Anglia,England,Lager
2005-09-01,4,310109,2.3,0.2480011,South West,England,Lager
2005-09-01,8,310109,2.271136,0.2545695,Yorkshire & Humber,England,Lager
2005-09-01,11,310109,2.187083,0.2560482,Wales,Wales,Lager
2005-09-01,2,310109,2.429105,0.3637129,London,England,Lager
2005-09-01,7,310109,2.242391,0.217462,West Midlands,England,Lager
2005-09-01,9,310109,2.144528,0.2325326,North West,England,Lager
2005-09-01,13,310109,2.271579,0.2654192,Northern Ireland,Northern Ireland,Lager
2005-09-01,12,310109,2.173903,0.229509,Scotland,Scotland,Lager
2005-09-01,3,310109,2.457123,0.2852313,South East,England,Lager
2005-09-01,6,310109,2.316944,0.137151,East Midlands,England,Lager
2005-09-01,10,310109,2.097391,0.2563949,North,England,Lager
2005-10-01,2,310109,2.435606,0.364249,London,England,Lager
2005-10-01,6,310109,2.314167,0.1372667,East Midlands,England,Lager
2005-10-01,10,310109,2.103913,0.2565991,North,England,Lager
2005-10-01,11,310109,2.180833,0.2475606,Wales,Wales,Lager
2005-10-01,3,310109,2.458611,0.2874379,South East,England,Lager
2005-10-01,9,310109,2.136909,0.2229007,North West,England,Lager
2005-10-01,13,310109,2.279474,0.2577569,Northern Ireland,Northern Ireland,Lager
2005-10-01,5,310109,2.388085,0.2343691,East Anglia,England,Lager
2005-10-01,4,310109,2.308478,0.2545931,South West,England,Lager
2005-10-01,12,310109,2.173171,0.2386152,Scotland,Scotland,Lager
2005-10-01,8,310109,2.274773,0.2554202,Yorkshire & Humber,England,Lager
2005-10-01,7,310109,2.241304,0.2170367,West Midlands,England,Lager
2005-11-01,11,310109,2.184348,0.2525115,Wales,Wales,Lager
2005-11-01,4,310109,2.316383,0.265358,South West,England,Lager
2005-11-01,13,310109,2.279474,0.2577569,Northern Ireland,Northern Ireland,Lager
2005-11-01,5,310109,2.387234,0.2322546,East Anglia,England,Lager
2005-11-01,7,310109,2.231818,0.2115092,West Midlands,England,Lager
