quote_date,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,itemName
201303,440105,22.19107,24,22,20,302,2013-03-01,01/03/2013,112073,2013,3,1,Driving Lesson
201304,440105,22.22634,24,22,20,303,2013-04-01,01/04/2013,111932,2013,4,2,Driving Lesson
201305,440105,22.26907,24,22,20,304,2013-05-01,01/05/2013,112460,2013,5,2,Driving Lesson
201306,440105,22.26907,24,22,20,305,2013-06-01,01/06/2013,113182,2013,6,2,Driving Lesson
201307,440105,22.31385,24,22,20,306,2013-07-01,01/07/2013,110722,2013,7,3,Driving Lesson
201308,440105,22.33891,24,22,20,307,2013-08-01,01/08/2013,111818,2013,8,3,Driving Lesson
201309,440105,22.29836,24,22,20,308,2013-09-01,01/09/2013,111942,2013,9,3,Driving Lesson
201310,440105,22.32071,24,22,20,309,2013-10-01,01/10/2013,112357,2013,10,4,Driving Lesson
201311,440105,22.39739,24,22,20,310,2013-11-01,01/11/2013,111887,2013,11,4,Driving Lesson
201312,440105,22.38427,24,22,20.5,311,2013-12-01,01/12/2013,112786,2013,12,4,Driving Lesson
201401,440105,22.3778,24,22,20,312,2014-01-01,01/01/2014,113219,2014,1,1,Driving Lesson
201402,440105,22.44116,24,22,21,313,2014-02-01,01/02/2014,108434,2014,2,1,Driving Lesson
201403,440105,22.43884,24,22,20,314,2014-03-01,01/03/2014,111378,2014,3,1,Driving Lesson
201404,440105,22.48052,24,22,21,315,2014-04-01,01/04/2014,110845,2014,4,2,Driving Lesson
201405,440105,22.53866,24,22.5,21,316,2014-05-01,01/05/2014,111915,2014,5,2,Driving Lesson
201406,440105,22.55587,24,22.5,21,317,2014-06-01,01/06/2014,112673,2014,6,2,Driving Lesson
201407,440105,22.58055,24,22.5,21,318,2014-07-01,01/07/2014,110263,2014,7,3,Driving Lesson
201408,440105,22.59907,24,22.5,21,319,2014-08-01,01/08/2014,111493,2014,8,3,Driving Lesson
201409,440105,22.6216,24,22.5,21,320,2014-09-01,01/09/2014,111704,2014,9,3,Driving Lesson
201410,440105,22.67251,24,23,21,321,2014-10-01,01/10/2014,111105,2014,10,4,Driving Lesson
201411,440105,22.66776,24,22.75,21,322,2014-11-01,01/11/2014,111793,2014,11,4,Driving Lesson
201412,440105,22.68645,24,23,21,323,2014-12-01,01/12/2014,111959,2014,12,4,Driving Lesson
201501,440105,22.76122,24,23,21,324,2015-01-01,01/01/2015,112492,2015,1,1,Driving Lesson
201502,440105,22.76698,24,23,21,325,2015-02-01,01/02/2015,110362,2015,2,1,Driving Lesson
201503,440105,22.77991,24,23,21,326,2015-03-01,01/03/2015,113759,2015,3,1,Driving Lesson
201504,440105,22.81903,24,23,21,327,2015-04-01,01/04/2015,115935,2015,4,2,Driving Lesson
201505,440105,22.84481,24,23,21,328,2015-05-01,01/05/2015,116093,2015,5,2,Driving Lesson
201506,440105,22.90479,25,23,21,329,2015-06-01,01/06/2015,116584,2015,6,2,Driving Lesson
201507,440105,22.94455,25,23,21.95,330,2015-07-01,01/07/2015,114886,2015,7,3,Driving Lesson
201508,440105,22.97865,25,23,22,331,2015-08-01,01/08/2015,115736,2015,8,3,Driving Lesson
201509,440105,23.0136,25,23,22,332,2015-09-01,01/09/2015,115298,2015,9,3,Driving Lesson
201510,440105,23.05098,25,23,22,333,2015-10-01,01/10/2015,114195,2015,10,4,Driving Lesson
201511,440105,23.08098,25,23,22,334,2015-11-01,01/11/2015,114300,2015,11,4,Driving Lesson
201512,440105,23.14816,25,23,22,335,2015-12-01,01/12/2015,114817,2015,12,4,Driving Lesson
201601,440105,23.18245,25,23,22,336,2016-01-01,01/01/2016,115217,2016,1,1,Driving Lesson
201602,440105,23.23901,25,23,22,337,2016-02-01,01/02/2016,111438,2016,2,1,Driving Lesson
201603,440105,23.24144,25,23,22,338,2016-03-01,01/03/2016,114522,2016,3,1,Driving Lesson
201604,440105,23.29164,25,23,22,339,2016-04-01,01/04/2016,116360,2016,4,2,Driving Lesson
201605,440105,23.33986,25,23,22,340,2016-05-01,01/05/2016,116741,2016,5,2,Driving Lesson
201606,440105,23.43245,25,23.5,22,341,2016-06-01,01/06/2016,114788,2016,6,2,Driving Lesson
201607,440105,23.50653,25,23.5,22,342,2016-07-01,01/07/2016,115033,2016,7,3,Driving Lesson
201608,440105,23.54357,25,23.75,22,343,2016-08-01,01/08/2016,113719,2016,8,3,Driving Lesson
201609,440105,23.59028,25,24,22,344,2016-09-01,01/09/2016,114318,2016,9,3,Driving Lesson
201610,440105,23.63165,25,24,22,345,2016-10-01,01/10/2016,114629,2016,10,4,Driving Lesson
201611,440105,23.70051,25,24,22,346,2016-11-01,01/11/2016,114503,2016,11,4,Driving Lesson
201612,440105,23.78431,25,24,22,347,2016-12-01,01/12/2016,115774,2016,12,4,Driving Lesson
201701,440105,23.8306,25,24,22,348,2017-01-01,01/01/2017,115625,2017,1,1,Driving Lesson
201702,440105,23.92338,25,24,22,349,2017-02-01,01/02/2017,114063,2017,2,1,Driving Lesson
201703,440105,23.96486,25,24,22,350,2017-03-01,01/03/2017,115516,2017,3,1,Driving Lesson
201704,440105,24.05772,25,24,22,351,2017-04-01,01/04/2017,116889,2017,4,2,Driving Lesson
201705,440105,24.12411,25,24,22.95,352,2017-05-01,01/05/2017,117233,2017,5,2,Driving Lesson
201706,440105,24.23749,25,24,23,353,2017-06-01,01/06/2017,117390,2017,6,2,Driving Lesson
201707,440105,24.39415,25,24,23,354,2017-07-01,01/07/2017,117692,2017,7,3,Driving Lesson
201708,440105,24.47944,25,25,23,355,2017-08-01,01/08/2017,117018,2017,8,3,Driving Lesson
201709,440105,24.54679,25.5,25,23,356,2017-09-01,01/09/2017,117013,2017,9,3,Driving Lesson
201710,440105,24.63813,26,25,23,357,2017-10-01,01/10/2017,116488,2017,10,4,Driving Lesson
201711,440105,24.61765,26,25,23,358,2017-11-01,01/11/2017,116285,2017,11,4,Driving Lesson
201712,440105,24.68083,26,25,23,359,2017-12-01,01/12/2017,117146,2017,12,4,Driving Lesson
201801,440105,24.79509,26,25,23,360,2018-01-01,01/01/2018,116458,2018,1,1,Driving Lesson
201802,440105,24.89098,26,25,23,361,2018-02-01,01/02/2018,122581,2018,2,1,Driving Lesson
201803,440105,24.98854,26,25,23.5,362,2018-03-01,01/03/2018,125211,2018,3,1,Driving Lesson
201804,440105,25.06804,26,25,23.5,363,2018-04-01,01/04/2018,126219,2018,4,2,Driving Lesson
201805,440105,25.09863,26,25,23.975,364,2018-05-01,01/05/2018,126941,2018,5,2,Driving Lesson
201806,440105,25.20099,26,25,24,365,2018-06-01,01/06/2018,126695,2018,6,2,Driving Lesson
201807,440105,25.23446,27,25,24,366,2018-07-01,01/07/2018,124520,2018,7,3,Driving Lesson
201808,440105,25.37986,27,25,24,367,2018-08-01,01/08/2018,124079,2018,8,3,Driving Lesson
201809,440105,25.4394,27,25,24,368,2018-09-01,01/09/2018,124265,2018,9,3,Driving Lesson
201810,440105,25.51836,27,25,24,369,2018-10-01,01/10/2018,124191,2018,10,4,Driving Lesson
201811,440105,25.52284,27,25,24,370,2018-11-01,01/11/2018,123289,2018,11,4,Driving Lesson
201812,440105,25.59261,27,25,24,371,2018-12-01,01/12/2018,125381,2018,12,4,Driving Lesson
201901,440105,25.60571,27,25,24,372,2019-01-01,01/01/2019,125531,2019,1,1,Driving Lesson
201902,440105,25.82764,27,25.5,24,373,2019-02-01,01/02/2019,124018,2019,2,1,Driving Lesson
201903,440105,25.92738,27,25.75,24,374,2019-03-01,01/03/2019,127885,2019,3,1,Driving Lesson
201904,440105,25.99981,28,26,24,375,2019-04-01,01/04/2019,128853,2019,4,2,Driving Lesson
201905,440105,26.08986,28,26,24,376,2019-05-01,01/05/2019,128682,2019,5,2,Driving Lesson
201906,440105,26.18673,28,26,25,377,2019-06-01,01/06/2019,129075,2019,6,2,Driving Lesson
201907,440105,26.25803,28,26,25,378,2019-07-01,01/07/2019,128486,2019,7,3,Driving Lesson
201908,440105,26.33315,28,26,25,379,2019-08-01,01/08/2019,127479,2019,8,3,Driving Lesson
201909,440105,26.45308,28,26,25,380,2019-09-01,01/09/2019,127702,2019,9,3,Driving Lesson
201910,440105,26.45815,28,26,25,381,2019-10-01,01/10/2019,127514,2019,10,4,Driving Lesson
201911,440105,26.544,28,26,25,382,2019-11-01,01/11/2019,127910,2019,11,4,Driving Lesson
201912,440105,26.62074,28,26,25,383,2019-12-01,01/12/2019,127767,2019,12,4,Driving Lesson
202001,440105,26.77104,28,27,25,384,2020-01-01,01/01/2020,127661,2020,1,1,Driving Lesson
202002,440105,26.85262,28,27,25,385,2020-02-01,01/02/2020,126570,2020,2,1,Driving Lesson
202003,440105,26.9641,28,27,25,386,2020-03-01,01/03/2020,118933,2020,3,1,Driving Lesson
202004,440105,26.97519,28,27,25,387,2020-04-01,01/04/2020,74251,2020,4,2,Driving Lesson
202005,440105,27.03218,29,27,25,388,2020-05-01,01/05/2020,85259,2020,5,2,Driving Lesson
202006,440105,27.13057,29,27,25,389,2020-06-01,01/06/2020,94010,2020,6,2,Driving Lesson
202007,440105,27.24401,30,27,25,390,2020-07-01,01/07/2020,102371,2020,7,3,Driving Lesson
202008,440105,27.41765,30,27,25,391,2020-08-01,01/08/2020,112987,2020,8,3,Driving Lesson
202009,440105,27.59789,30,27,25,392,2020-09-01,01/09/2020,116062,2020,9,3,Driving Lesson
202010,440105,27.74055,30,27.25,25,393,2020-10-01,01/10/2020,116826,2020,10,4,Driving Lesson
202011,440105,27.78725,30,28,25,394,2020-11-01,01/11/2020,82553,2020,11,4,Driving Lesson
202012,440105,27.88009,30,28,25,395,2020-12-01,01/12/2020,94790,2020,12,4,Driving Lesson
202101,440105,27.90912,30,28,26,396,2021-01-01,01/01/2021,94079,2021,1,1,Driving Lesson
202105,440105,28.37079,30,28,26,400,2021-05-01,01/05/2021,95210,2021,5,2,Driving Lesson
202106,440105,28.52645,30,28,26,401,2021-06-01,01/06/2021,109408,2021,6,2,Driving Lesson
202107,440105,28.66751,30,28,26,402,2021-07-01,01/07/2021,122056,2021,7,3,Driving Lesson
202108,440105,28.9801,30,29,26,403,2021-08-01,01/08/2021,123477,2021,8,3,Driving Lesson
202109,440105,29.19811,32,29.25,27,404,2021-09-01,01/09/2021,122686,2021,9,3,Driving Lesson
202110,440105,29.55147,32,30,27,405,2021-10-01,01/10/2021,123103,2021,10,4,Driving Lesson
202111,440105,29.71531,32,30,27,406,2021-11-01,01/11/2021,123532,2021,11,4,Driving Lesson
202112,440105,29.95455,32,30,27,407,2021-12-01,01/12/2021,123086,2021,12,4,Driving Lesson
202201,440105,30.14554,33,30,27,408,2022-01-01,01/01/2022,123655,2022,1,1,Driving Lesson
202202,440105,30.3615,33,30,28,409,2022-02-01,01/02/2022,121928,2022,2,1,Driving Lesson
202203,440105,30.48131,34,30,28,410,2022-03-01,01/03/2022,125713,2022,3,1,Driving Lesson
202204,440105,30.73005,34,30,28,411,2022-04-01,01/04/2022,127157,2022,4,2,Driving Lesson
202205,440105,31.25829,35,30,28,412,2022-05-01,01/05/2022,127155,2022,5,2,Driving Lesson
202206,440105,31.69104,35,31,28.25,413,2022-06-01,01/06/2022,127526,2022,6,2,Driving Lesson
202207,440105,32.10465,35,32,29,414,2022-07-01,01/07/2022,127040,2022,7,3,Driving Lesson
202208,440105,32.44388,35,32,30,415,2022-08-01,01/08/2022,125392,2022,8,3,Driving Lesson
202209,440105,32.73235,35,32,30,416,2022-09-01,01/09/2022,125502,2022,9,3,Driving Lesson
202210,440105,33.11911,35,33,30,417,2022-10-01,01/10/2022,125741,2022,10,4,Driving Lesson
202211,440105,33.24879,36,34,30,418,2022-11-01,01/11/2022,124635,2022,11,4,Driving Lesson
201001,610231,120.6526,150,117.355,90,264,2010-01-01,01/01/2010,101545,2010,1,1,Service
201002,610231,120.8173,150,117.5,91.92,265,2010-02-01,01/02/2010,97889,2010,2,1,Service
201003,610231,121.8432,150,117.355,90,266,2010-03-01,01/03/2010,102189,2010,3,1,Service
201004,610231,123.7808,158.62,117.5,90,267,2010-04-01,01/04/2010,104566,2010,4,2,Service
201005,610231,122.9615,152.99,115.49,90,268,2010-05-01,01/05/2010,105655,2010,5,2,Service
201006,610231,124.082,153.23,117.5,90,269,2010-06-01,01/06/2010,106532,2010,6,2,Service
201007,610231,124.2027,154.95,117.5,91.92,270,2010-07-01,01/07/2010,107229,2010,7,3,Service
201008,610231,125.7135,158.62,117.5,92.23,271,2010-08-01,01/08/2010,108091,2010,8,3,Service
201009,610231,126.9689,159.9,117.5,93.985,272,2010-09-01,01/09/2010,108500,2010,9,3,Service
201010,610231,124.1275,156.77,117.5,90.48,273,2010-10-01,01/10/2010,109466,2010,10,4,Service
201011,610231,125.3742,158.62,117.5,92,274,2010-11-01,01/11/2010,109784,2010,11,4,Service
201012,610231,124.5648,158.62,117.5,90.48,275,2010-12-01,01/12/2010,110303,2010,12,4,Service
201101,610231,131.5472,160,120,96,276,2011-01-01,01/01/2011,107592,2011,1,1,Service
201102,610231,131.8966,160,120,96,277,2011-02-01,01/02/2011,107243,2011,2,1,Service
201103,610231,133.6469,162.5,120,96,278,2011-03-01,01/03/2011,111703,2011,3,1,Service
201104,610231,132.8289,165,120,96,279,2011-04-01,01/04/2011,110135,2011,4,2,Service
201105,610231,131.3114,160,120,95,280,2011-05-01,01/05/2011,110905,2011,5,2,Service
201106,610231,131.797,160,120,96,281,2011-06-01,01/06/2011,110923,2011,6,2,Service
201107,610231,131.3369,160,120,96,282,2011-07-01,01/07/2011,110938,2011,7,3,Service
201108,610231,132.8761,165,120,96,283,2011-08-01,01/08/2011,111624,2011,8,3,Service
201109,610231,133.2673,165,120.665,95,284,2011-09-01,01/09/2011,112468,2011,9,3,Service
201110,610231,132.2384,168,120,95,285,2011-10-01,01/10/2011,112689,2011,10,4,Service
201111,610231,132.5118,165,120,96,286,2011-11-01,01/11/2011,112558,2011,11,4,Service
201112,610231,133.7719,168,120,96,287,2011-12-01,01/12/2011,113770,2011,12,4,Service
201201,610231,133.9545,168,121.33,96,288,2012-01-01,01/01/2012,112915,2012,1,1,Service
201202,610231,135.208,166.2,125,99,289,2012-02-01,01/02/2012,109908,2012,2,1,Service
201203,610231,138.0369,166.2,125,99,290,2012-03-01,01/03/2012,112591,2012,3,1,Service
201204,610231,139.1618,168,125,99.45,291,2012-04-01,01/04/2012,111722,2012,4,2,Service
201205,610231,136.933,165,125,96,292,2012-05-01,01/05/2012,112977,2012,5,2,Service
201206,610231,137.1636,165,125,99,293,2012-06-01,01/06/2012,113464,2012,6,2,Service
201207,610231,137.1478,165,125,99.49,294,2012-07-01,01/07/2012,112979,2012,7,3,Service
201208,610231,138.0995,168,127.5,100,295,2012-08-01,01/08/2012,113779,2012,8,3,Service
201209,610231,138.2897,168,129.475,99.995,296,2012-09-01,01/09/2012,113529,2012,9,3,Service
201210,610231,139.1532,168,129.95,100,297,2012-10-01,01/10/2012,113193,2012,10,4,Service
201211,610231,138.8296,168,129.95,100.8,298,2012-11-01,01/11/2012,112322,2012,11,4,Service
201212,610231,139.9301,168,130,104.7,299,2012-12-01,01/12/2012,112522,2012,12,4,Service
201301,610231,140.0588,168,130.8,104.4,300,2013-01-01,01/01/2013,112470,2013,1,1,Service
201302,610231,142.8764,168,132,105.95,301,2013-02-01,01/02/2013,108915,2013,2,1,Service
201303,610231,143.0172,168,132.2,107.5,302,2013-03-01,01/03/2013,112073,2013,3,1,Service
201304,610231,143.6097,168,134.4,108,303,2013-04-01,01/04/2013,111932,2013,4,2,Service
201305,610231,145.0669,168,135,108,304,2013-05-01,01/05/2013,112460,2013,5,2,Service
201306,610231,143.6564,168,135,106.875,305,2013-06-01,01/06/2013,113182,2013,6,2,Service
201307,610231,143.585,171.49,135,105,306,2013-07-01,01/07/2013,110722,2013,7,3,Service
201308,610231,142.6749,170,134.4,105.6,307,2013-08-01,01/08/2013,111818,2013,8,3,Service
201309,610231,144.4805,174,130,105.75,308,2013-09-01,01/09/2013,111942,2013,9,3,Service
201310,610231,145.7957,169,135,108,309,2013-10-01,01/10/2013,112357,2013,10,4,Service
201311,610231,145.4332,169,135,108,310,2013-11-01,01/11/2013,111887,2013,11,4,Service
201312,610231,145.556,169,135,108.5,311,2013-12-01,01/12/2013,112786,2013,12,4,Service
201401,610231,147.329,168,135,109,312,2014-01-01,01/01/2014,113219,2014,1,1,Service
201402,610231,141.0606,164.99,132.5,108,313,2014-02-01,01/02/2014,108434,2014,2,1,Service
201403,610231,141.946,168,135.5,108,314,2014-03-01,01/03/2014,111378,2014,3,1,Service
201404,610231,142.0737,168,136,108,315,2014-04-01,01/04/2014,110845,2014,4,2,Service
201405,610231,142.8112,168,136.91,109,316,2014-05-01,01/05/2014,111915,2014,5,2,Service
201406,610231,141.6106,168,135,108,317,2014-06-01,01/06/2014,112673,2014,6,2,Service
201407,610231,141.841,168,135,108,318,2014-07-01,01/07/2014,110263,2014,7,3,Service
201408,610231,143.9602,168,135,108,319,2014-08-01,01/08/2014,111493,2014,8,3,Service
201409,610231,142.8551,168,135,108,320,2014-09-01,01/09/2014,111704,2014,9,3,Service
201410,610231,141.4272,168,132,108,321,2014-10-01,01/10/2014,111105,2014,10,4,Service
201411,610231,141.5715,168,133.5,108,322,2014-11-01,01/11/2014,111793,2014,11,4,Service
201412,610231,140.6237,168,130,108,323,2014-12-01,01/12/2014,111959,2014,12,4,Service
201501,610231,140.283,168,130,108,324,2015-01-01,01/01/2015,112492,2015,1,1,Service
201502,610231,142.1713,168,135,110,325,2015-02-01,01/02/2015,110362,2015,2,1,Service
201503,610231,141.7698,168,135,110,326,2015-03-01,01/03/2015,113759,2015,3,1,Service
201504,610231,142.5628,168,136.5,110,327,2015-04-01,01/04/2015,115935,2015,4,2,Service
201505,610231,145.1072,168,143.465,119,328,2015-05-01,01/05/2015,116093,2015,5,2,Service
201506,610231,144.9087,168.5,143.465,119,329,2015-06-01,01/06/2015,116584,2015,6,2,Service
201507,610231,146.3227,169,144,119,330,2015-07-01,01/07/2015,114886,2015,7,3,Service
201508,610231,144.9753,169,143.465,114.5,331,2015-08-01,01/08/2015,115736,2015,8,3,Service
201509,610231,145.1999,168,144,119,332,2015-09-01,01/09/2015,115298,2015,9,3,Service
201510,610231,143.1928,168,140,119,333,2015-10-01,01/10/2015,114195,2015,10,4,Service
201511,610231,142.1716,168,140,119,334,2015-11-01,01/11/2015,114300,2015,11,4,Service
201512,610231,143.7678,168,141.465,119,335,2015-12-01,01/12/2015,114817,2015,12,4,Service
201601,610231,145.1472,168,144,119.99,336,2016-01-01,01/01/2016,115217,2016,1,1,Service
201602,610231,149.5612,176.165,145,119.495,337,2016-02-01,01/02/2016,111438,2016,2,1,Service
201603,610231,148.6429,175,144,119,338,2016-03-01,01/03/2016,114522,2016,3,1,Service
201604,610231,149.1042,172.5,144,119.995,339,2016-04-01,01/04/2016,116360,2016,4,2,Service
201605,610231,149.5045,177,144,119.495,340,2016-05-01,01/05/2016,116741,2016,5,2,Service
201606,610231,147.3621,168,144,119.99,341,2016-06-01,01/06/2016,114788,2016,6,2,Service
201607,610231,147.8221,176.96,144,119,342,2016-07-01,01/07/2016,115033,2016,7,3,Service
201608,610231,148.0778,176.96,144,119.99,343,2016-08-01,01/08/2016,113719,2016,8,3,Service
201609,610231,151.7807,179.47,147.495,120,344,2016-09-01,01/09/2016,114318,2016,9,3,Service
201610,610231,152.8249,179.94,149.99,120,345,2016-10-01,01/10/2016,114629,2016,10,4,Service
201611,610231,152.8853,179.97,147.495,120,346,2016-11-01,01/11/2016,114503,2016,11,4,Service
201612,610231,154.3144,180,150,120,347,2016-12-01,01/12/2016,115774,2016,12,4,Service
201701,610231,153.5821,192,145,120,348,2017-01-01,01/01/2017,115625,2017,1,1,Service
201702,610231,157.3221,193.5,153,117.495,349,2017-02-01,01/02/2017,114063,2017,2,1,Service
201703,610231,159.3852,195,156,120,350,2017-03-01,01/03/2017,115516,2017,3,1,Service
201704,610231,158.0835,192,150,120,351,2017-04-01,01/04/2017,116889,2017,4,2,Service
201705,610231,158.4736,195,150,119.99,352,2017-05-01,01/05/2017,117233,2017,5,2,Service
201706,610231,160.4012,196,157,119.99,353,2017-06-01,01/06/2017,117390,2017,6,2,Service
201707,610231,160.9022,196,159.9,120,354,2017-07-01,01/07/2017,117692,2017,7,3,Service
201708,610231,160.7133,196,159.9,119.99,355,2017-08-01,01/08/2017,117018,2017,8,3,Service
201709,610231,158.7478,192,156,115,356,2017-09-01,01/09/2017,117013,2017,9,3,Service
201710,610231,157.4232,192,149.995,115,357,2017-10-01,01/10/2017,116488,2017,10,4,Service
201711,610231,158.1681,195,149.995,115,358,2017-11-01,01/11/2017,116285,2017,11,4,Service
201712,610231,157.2015,195,149.595,110,359,2017-12-01,01/12/2017,117146,2017,12,4,Service
201801,610231,159.7309,195,158,115,360,2018-01-01,01/01/2018,116458,2018,1,1,Service
201802,610231,156.6269,192,146.6,114,361,2018-02-01,01/02/2018,122581,2018,2,1,Service
201803,610231,155.6998,192,144,114,362,2018-03-01,01/03/2018,125211,2018,3,1,Service
201804,610231,156.9286,193.5,150,116.995,363,2018-04-01,01/04/2018,126219,2018,4,2,Service
201805,610231,156.965,195,144,114,364,2018-05-01,01/05/2018,126941,2018,5,2,Service
201806,610231,154.9444,192,144,111,365,2018-06-01,01/06/2018,126695,2018,6,2,Service
201807,610231,155.6845,192,144,114,366,2018-07-01,01/07/2018,124520,2018,7,3,Service
201808,610231,155.7917,192,144,114,367,2018-08-01,01/08/2018,124079,2018,8,3,Service
201809,610231,154.7921,191.995,147.38,112,368,2018-09-01,01/09/2018,124265,2018,9,3,Service
201810,610231,155.9562,191.99,149.76,114,369,2018-10-01,01/10/2018,124191,2018,10,4,Service
201811,610231,155.6368,191.99,149.88,119.99,370,2018-11-01,01/11/2018,123289,2018,11,4,Service
201812,610231,156.4507,191.99,150,120,371,2018-12-01,01/12/2018,125381,2018,12,4,Service
201901,610231,161.784,198,150,120,372,2019-01-01,01/01/2019,125531,2019,1,1,Service
201902,610231,158.5676,192,150,120,373,2019-02-01,01/02/2019,124018,2019,2,1,Service
201903,610231,157.6742,186,149,120,374,2019-03-01,01/03/2019,127885,2019,3,1,Service
201904,610231,158.1205,195,150,120,375,2019-04-01,01/04/2019,128853,2019,4,2,Service
201905,610231,157.9952,195,150,120,376,2019-05-01,01/05/2019,128682,2019,5,2,Service
201906,610231,159.1829,195,150,120,377,2019-06-01,01/06/2019,129075,2019,6,2,Service
201907,610231,159.3031,195,150,123,378,2019-07-01,01/07/2019,128486,2019,7,3,Service
201908,610231,159.1294,196.77,150,123,379,2019-08-01,01/08/2019,127479,2019,8,3,Service
201909,610231,159.0013,191.385,148,121.5,380,2019-09-01,01/09/2019,127702,2019,9,3,Service
201910,610231,157.8352,186,146,120,381,2019-10-01,01/10/2019,127514,2019,10,4,Service
201911,610231,161.1676,199,153.195,122.5,382,2019-11-01,01/11/2019,127910,2019,11,4,Service
201912,610231,159.8316,198,151.4,120,383,2019-12-01,01/12/2019,127767,2019,12,4,Service
202001,610231,163.2035,196.77,151.4,130,384,2020-01-01,01/01/2020,127661,2020,1,1,Service
202002,610231,165.1546,200,160.87,129,385,2020-02-01,01/02/2020,126570,2020,2,1,Service
202003,610231,162.9197,200,162,125,386,2020-03-01,01/03/2020,118933,2020,3,1,Service
202004,610231,166.2259,200,168,130,387,2020-04-01,01/04/2020,74251,2020,4,2,Service
202005,610231,165.8964,200,168,130,388,2020-05-01,01/05/2020,85259,2020,5,2,Service
202006,610231,165.2298,200,168,130,389,2020-06-01,01/06/2020,94010,2020,6,2,Service
202007,610231,170.096,202.9,168.885,120,390,2020-07-01,01/07/2020,102371,2020,7,3,Service
